,0,1,prob_ratio
at an,0.00038257384420466883,0.0003220611916264087,1.1878917862554979
of mexico,0.00038257384420466883,0.0003220611916264087,1.1878917862554979
government of,0.00038257384420466883,0.0003220611916264087,1.1878917862554979
to know,0.00039913548248192725,0.00033663409622488905,1.1856656439675797
leader in,0.00039913548248192725,0.00033663409622488905,1.1856656439675797
in spain,0.00039913548248192725,0.00033663409622488905,1.1856656439675797
to cover,0.00039913548248192725,0.00033663409622488905,1.1856656439675797
on trial,0.00039913548248192725,0.00033663409622488905,1.1856656439675797
report of,0.00039913548248192725,0.00033663409622488905,1.1856656439675797
if you,0.0008297380776906447,0.0007009567111868896,1.1837222819162356
on iran,0.00041569712075918556,0.0003512070008233691,1.1836242437782445
and china,0.00041569712075918556,0.0003512070008233691,1.1836242437782445
to become,0.0008462997159679032,0.0007155296157853696,1.1827598708671192
south korean,0.0008462997159679032,0.0007155296157853696,1.1827598708671192
it first,0.00043225875903644387,0.0003657799054218491,1.1817455049585777
to jail,0.00043225875903644387,0.0003657799054218491,1.1817455049585777
crime against,0.0004488203973137022,0.00038035281002032906,1.1800107307994219
amnesty international,0.0004488203973137022,0.00038035281002032906,1.1800107307994219
the netherlands,0.0004488203973137022,0.00038035281002032906,1.1800107307994219
base in,0.0004488203973137022,0.00038035281002032906,1.1800107307994219
the last,0.001376272140840172,0.0011672896583382504,1.1790322402062812
a week,0.00046538203559096076,0.000394925714618809,1.1784039842534886
tax on,0.00046538203559096076,0.000394925714618809,1.1784039842534886
of all,0.0010284777370177455,0.0008758315663686501,1.1742871306659943
of new,0.0005150669504227355,0.0004386444284142493,1.174224308022702
bbc news,0.002121545863316798,0.0018084974606713722,1.1730986133257895
up a,0.0005316285886999945,0.000453217333012729,1.1730102755912541
a single,0.0005481902269772524,0.0004677902376112095,1.1718718838097366
about to,0.0005481902269772524,0.0004677902376112095,1.1718718838097366
will have,0.0005481902269772524,0.0004677902376112095,1.1718718838097366
to see,0.0005813135035317694,0.0004969360468081693,1.1697954037859766
involved in,0.0006144367800862858,0.0005260818560051296,1.1679490046512737
new law,0.0006309984183635445,0.0005406547606036093,1.167100457340044
